peak_id	direction	cytoband	q_value	residual_q	chrom	start	end	gene
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	CTNS
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	DPH1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	HIC1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	ITGAE
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	MNT
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	MYO1C
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR1D2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR3A1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR3A2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	P2RX1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	P2RX5
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	PAFAH1B1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SERPINF1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	PITPNA
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SERPINF2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	RPA1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	TRPV1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	YWHAE
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR1A1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR1D4
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR1E1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR1E2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR1G1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR3A3
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	DOC2B
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SCARF1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	RPH3AL
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SGSM2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	PRPF8
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	RAP1GAP2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	ZZEF1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	KIAA0664
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SMG6
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SHPK
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR1A2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	TIMM22
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	TAX1BP3
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	GEMIN4
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	GLOD4
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	INPP5K
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	RNMTL1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	VPS53
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	C17orf85
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	TSR1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SRR
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	NXN
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	METT10D
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	FAM57A
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	TMEM93
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	RILP
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	GSG2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	CAMKK1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SPATA22
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	C17orf91
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SMYD4
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OVCA2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SLC43A2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	CYB5D2
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	WDR81
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	RTN4RL1
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	TRPV3
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	LOC284009
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	TUSC5
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	FAM101B
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	OR3A4
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	C17orf97
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SNORD91A
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	SNORD91B
del:17p13.3	del	17p13.3	0.0010287	0.1485	17	1	4120251	ELP2P
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-4274
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-4275
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-3138
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-1255b-1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-548i-2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-943
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-574
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-573
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-572
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-571
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-218-1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	hsa-mir-95
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ADD1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ADRA2C
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	APBB2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RHOH
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ATP5I
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	NKX3-2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	BST1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CCKAR
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CD38
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CNGA1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CRMP1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CTBP1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	DGKQ
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	DHX15
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	DRD5
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	EVC
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FGFR3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GABRA2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GABRA4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GABRB1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GABRG1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GAK
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GRK4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	HTT
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	HGFAC
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	UBE2K
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	HMX1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	IDUA
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RBPJ
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LETM1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LRPAP1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MSX1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MYL5
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PCDH7
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PDGFRA
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PDE6B
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PPP2R2C
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	QDPR
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RFC1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RGS12
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RNF4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RPL9
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	S100P
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SGCB
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SH3BP2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SOD3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TEC
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TLR1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TXK
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	UCHL1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	UGDH
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	WFS1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	WHSC1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	WHSC2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZNF141
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SLBP
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ACOX3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CPZ
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	NOP14
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FAM193A
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PROM1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PHOX2B
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LDB2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SLIT2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RAB28
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	KIAA0232
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	WDR1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	HS3ST1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FGFBP1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf6
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MFSD10
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MAEA
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TLR6
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PCGF3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ATP8A1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SPON2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TACC3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SLC30A9
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SLC34A2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MXD4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CORIN
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PTTG2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CPLX1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SLC26A1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PPARGC1A
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LIAS
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LIMCH1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	DCUN1D4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TBC1D1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SEL1L3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PDS5A
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MAN2B2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FBXL5
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CHIC2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	D4S234E
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FAM184B
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GPR78
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZCCHC4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ANAPC4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LAP3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	KLHL5
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SEPSECS
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	KLF3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	STX18
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FGFRL1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CYTL1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SH3TC1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RBM47
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PIGG
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	DCAF16
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	OCIAD1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	COMMD8
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TMEM33
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LGI2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PGM2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf19
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TBC1D19
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PI4K2B
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CNO
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	STK32B
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CHRNA9
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LYAR
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	N4BP2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SLC2A9
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ATP10D
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	KIAA0114
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	KIAA1239
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TBC1D14
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SORCS2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CC2D2A
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SLAIN2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	STIM2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	KIAA1530
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	WDR19
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZFYVE28
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GBA3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	AFAP1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GUF1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	NCAPG
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	USP46
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RASL11B
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TNIP2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	HAUS3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FLJ13197
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	NSUN7
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ABCA11P
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TMEM156
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CWH43
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GRPEL1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MED28
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	KCNIP4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FIP1L1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TLR10
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FGFBP2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MFSD7
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TMEM175
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ABLIM2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LNX1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LOC84740
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TMEM128
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZNF518B
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CCDC149
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf42
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TMEM129
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FAM114A1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MRFAP1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LOC93622
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TADA2B
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	HTRA3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C1QTNF7
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	MRFAP1L1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CLNK
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ARAP2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	OCIAD2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SPATA18
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GNPDA2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CPEB2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	EVC2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PACRGL
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	OTOP1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	NFXL1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	NIPAL1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SHISA3
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SCFD2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZNF595
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	JAKMIP1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	KLB
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FAM53A
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf23
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GPR125
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZBTB49
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	COX7B2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GSX2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZNF721
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SLC10A4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf34
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	TAPT1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FLJ39653
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LCORL
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZNF718
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CCDC96
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	BOD1L
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	DCAF4L1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CRIPAK
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	DOK7
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RNF212
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	YIPF7
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FRYL
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LOC285548
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FAM200B
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf10
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZAR1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LRRC66
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	NAT8L
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LOC344967
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf44
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LOC348926
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	POLN
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	NCRNA00099
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	KCTD8
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf50
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf52
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	BEND4
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	GRXCR1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	USP17L6P
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	USP17
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	HSP90AB2P
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	C4orf48
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	DTHD1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LOC401127
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RPL21P44
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZNF876P
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	DEFB131
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	CLRN2
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LOC650293
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	ZNF732
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SCARNA22
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	SNORA26
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	FLJ36777
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	RELL1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	PSAPL1
del:4p15.31	del	4p15.31	0.049275	0.16617	4	1	55525832	LOC100130872
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	hsa-mir-4315-1
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	hsa-mir-2909
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	hsa-mir-2117
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	hsa-mir-1203
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	hsa-mir-152
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	ACACA
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	ACCN1
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	ACLY
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	AP2B1
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	AOC2
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	ARL4D
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	ATP6V0A1
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	BRCA1
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	FMNL1
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	CACNB1
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	CDC6
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	CDC27
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	CCR7
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	CNP
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	CRHR1
del:17q21.2	del	17q21.2	0.0075179	0.18088	17	31320227	46607558	CSF3
